Order,Property Id,DOF Gross Floor Area,Largest Property Use Type - Gross Floor Area (ft²),Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Weather Normalized Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Weather Normalized Source EUI (kBtu/ft²),Natural Gas Use (kBtu),Weather Normalized Site Natural Gas Use (therms),Electricity Use - Grid Purchase (kBtu),Weather Normalized Site Electricity (kWh),Total GHG Emissions (Metric Tons CO2e),Direct GHG Emissions (Metric Tons CO2e),Indirect GHG Emissions (Metric Tons CO2e),Property GFA - Self-Reported (ft²),Water Use (All Water Sources) (kgal),Water Intensity (All Water Sources) (gal/ft²),Source EUI (kBtu/ft²),Latitude,Longitude,Community Board,Council District,Census Tract,time_since_first,Borough_Bronx,Borough_Brooklyn,Borough_Manhattan,Borough_Queens,Borough_Staten Island,Largest Property Use Type_Adult Education,Largest Property Use Type_Automobile Dealership,Largest Property Use Type_Bank Branch,Largest Property Use Type_College/University,Largest Property Use Type_Convenience Store without Gas Station,Largest Property Use Type_Courthouse,Largest Property Use Type_Distribution Center,Largest Property Use Type_Enclosed Mall,Largest Property Use Type_Financial Office,Largest Property Use Type_Hospital (General Medical & Surgical),Largest Property Use Type_Hotel,Largest Property Use Type_K-12 School,Largest Property Use Type_Library,Largest Property Use Type_Mailing Center/Post Office,Largest Property Use Type_Manufacturing/Industrial Plant,Largest Property Use Type_Medical Office,Largest Property Use Type_Movie Theater,Largest Property Use Type_Multifamily Housing,Largest Property Use Type_Museum,Largest Property Use Type_Non-Refrigerated Warehouse,Largest Property Use Type_Office,Largest Property Use Type_Other,Largest Property Use Type_Other - Education,Largest Property Use Type_Other - Entertainment/Public Assembly,Largest Property Use Type_Other - Lodging/Residential,Largest Property Use Type_Other - Mall,Largest Property Use Type_Other - Public Services,Largest Property Use Type_Other - Recreation,Largest Property Use Type_Other - Services,Largest Property Use Type_Other - Specialty Hospital,Largest Property Use Type_Outpatient Rehabilitation/Physical Therapy,Largest Property Use Type_Parking,Largest Property Use Type_Performing Arts,Largest Property Use Type_Pre-school/Daycare,Largest Property Use Type_Refrigerated Warehouse,"Largest Property Use Type_Repair Services (Vehicle, Shoe, Locksmith, etc.)",Largest Property Use Type_Residence Hall/Dormitory,Largest Property Use Type_Residential Care Facility,Largest Property Use Type_Restaurant,Largest Property Use Type_Retail Store,Largest Property Use Type_Self-Storage Facility,Largest Property Use Type_Senior Care Community,Largest Property Use Type_Social/Meeting Hall,Largest Property Use Type_Strip Mall,Largest Property Use Type_Supermarket/Grocery Store,Largest Property Use Type_Urgent Care/Clinic/Other Outpatient,Largest Property Use Type_Wholesale Club/Supercenter,Largest Property Use Type_Worship Facility
12894,5985498,149804.0,174771.0,1961,3,85,27.5,26.8,7.8,,84.0,,,4812427.4,1370386.9,446.6,0.0,446.6,174771.0,,,86.5,,,,,,13843055.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
684,3095579,1008544.0,908960.0,1913,1,100,67.1,69.5,13.3,0.1,170.2,6990143.8,84117.6,41693513.4,12107693.9,5059.6,371.3,4688.3,908960.0,,,168.4,40.712265,-74.007892,1.0,1.0,21.0,5867312.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10648,2798179,60494.0,60494.0,1930,1,100,119.2,126.8,3.8,1.1,160.3,6409598.5,68899.7,799914.2,229619.8,414.7,340.4,74.2,60494.0,,,152.8,40.646075,-73.96146,14.0,40.0,51001.0,5586567.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13600,4042871,52200.0,52200.0,1937,1,100,106.6,116.5,3.4,1.0,146.5,4944206.9,54750.9,622659.5,177097.6,320.4,262.6,57.8,52200.0,4563.1,87.42,136.9,,,,,,5281244.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948,3553996,252324.0,252324.0,1981,1,100,93.1,95.5,20.7,0.2,248.1,5451696.9,62531.4,18035046.0,5231019.7,1963.2,289.6,1673.6,252324.0,3889.3,15.41,247.1,40.754276000000004,-73.971879,6.0,4.0,90.0,5846731.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2221,1345438,1176911.0,1143356.0,1909,1,100,105.5,106.9,21.1,0.0,267.6,1397693.8,13976.9,85447472.2,24790164.0,10485.1,74.2,10410.8,1176911.0,23439.8,19.92,267.4,40.740909,-73.98794699999999,5.0,2.0,56.0,4209242.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11406,2736780,60500.0,60490.0,1940,1,100,78.6,84.6,3.5,0.7,113.9,4030421.5,43909.1,725234.0,212553.9,281.4,214.1,67.3,60490.0,,,107.6,40.612116,-73.955054,14.0,48.0,544.0,5421001.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6206,4039198,81781.0,85870.0,1936,1,100,58.4,63.7,3.1,,87.1,,,956727.4,268869.2,394.2,305.4,88.8,85870.0,1989.1,23.16,82.7,40.855554,-73.937979,12.0,10.0,275.0,5867312.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12362,3519921,74365.0,37182.0,2012,1,100,69.6,67.4,19.6,0.0,210.6,24724.2,267.1,3961565.0,1122985.1,368.9,1.3,367.6,57267.0,5971.0,104.27,217.7,,,,,,5894900.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2883,2668685,75926.0,78963.0,1912,1,100,76.3,81.5,5.2,0.6,122.9,4571621.5,50230.9,1455978.3,413512.9,377.9,242.8,135.1,78963.0,3712.9,47.02,118.7,40.766021,-73.98526700000001,4.0,3.0,139.0,5867312.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11300,4930885,87314.0,58794.0,2008,1,100,48.8,51.0,6.4,0.3,99.3,1826100.1,19966.7,1518032.9,440086.2,237.9,97.0,140.9,68593.0,3366.1,49.07,97.4,40.605277,-73.977211,11.0,44.0,424.0,5895844.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9004,2797709,88534.0,99574.0,2006,1,100,70.1,73.5,10.0,0.4,148.3,4255299.8,46460.3,4016118.1,1177056.7,598.7,226.0,372.7,117918.0,2850.7,24.18,144.8,40.685382000000004,-73.97878399999999,2.0,33.0,39.0,5430185.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13427,5837686,50460.0,60552.0,1920,1,100,147.3,155.5,2.1,,172.2,,,438416.0,125790.9,669.9,629.2,40.7,60552.0,,,164.2,,,,,,5893473.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
932,5836774,107740.0,107740.0,2010,1,100,42.3,44.8,3.9,0.3,74.9,3078197.3,33822.3,1479104.9,421821.9,300.8,163.5,137.3,107740.0,3477.1,32.27,73.1,40.723308,-73.976323,3.0,2.0,2602.0,4155335.0000000005,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12769,4896923,55526.0,55526.0,1940,1,95,91.9,98.4,4.7,0.8,136.4,4060000.2,44402.8,904985.3,258878.5,309.9,225.9,84.0,55526.0,5198.1,93.61,130.5,,,,,,5617196.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14604,4046051,837935.0,620000.0,1971,2,100,89.6,94.8,5.8,0.7,140.9,44053355.7,473012.9,12511518.5,3666915.9,3501.0,2339.9,1161.1,631108.0,352.3,0.56,135.5,40.594254,-73.75121,14.0,31.0,101001.0,5367766.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13788,4398659,116430.0,125626.0,1964,1,100,84.3,,6.0,0.6,,7139508.6,78199.2,2633381.7,751186.2,684.2,439.8,244.4,125626.0,6298.8,50.14,132.1,,,,,,5874234.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4356,2670064,130533.0,137571.0,1914,1,100,66.7,,6.2,0.5,,5989269.8,65709.7,3051091.6,875364.6,632.0,348.8,283.1,141771.0,4796.2,33.83,114.9,40.770869,-73.963984,8.0,4.0,128.0,5894753.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8277,2775816,8512479.0,2809055.0,1941,1,100,95.5,,,,,224045179.6,,47879332.9,,16873.0,12429.8,4443.2,2920848.0,,,134.4,40.838828,-73.8599,9.0,18.0,21001.0,11998738.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9045,2660703,88320.0,108243.0,1906,1,100,56.9,60.5,7.7,0.3,118.4,3324619.5,37138.7,2838192.7,831826.6,440.0,176.6,263.4,108243.0,,,114.6,40.695034,-73.99238000000001,2.0,33.0,502.0,4730910.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4417,3166885,322852.0,183269.0,1984,1,100,154.8,153.8,14.0,0.0,277.1,235600.0,2389.1,12240427.6,3515780.0,2909.1,12.5,2896.6,251954.0,,,280.1,40.762657,-73.965338,8.0,4.0,110.0,7927597.000000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657,2806400,221213.0,152715.0,2005,1,100,134.0,134.1,24.5,0.2,320.3,3306375.7,33063.8,14909969.0,4322024.5,1920.1,175.6,1744.5,176514.0,,,321.9,40.709749,-74.006792,1.0,1.0,1501.0,2486976.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1558,4032910,342596.0,384610.0,1927,1,95,99.2,103.7,17.0,,228.6,,,22726649.4,6554664.5,3272.7,1163.6,2109.0,384610.0,9110.5,23.69,226.1,40.753717,-73.996051,4.0,3.0,111.0,4838793.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7143,3433050,76776.0,84453.0,1935,1,100,72.2,76.1,4.0,0.6,108.5,4916800.8,52773.2,1176741.2,337915.0,370.4,261.2,109.2,84453.0,5034.9,59.62,104.9,40.84113,-73.914834,4.0,16.0,223.0,5255479.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9530,2884702,54912.0,54912.0,1924,1,100,110.1,109.6,4.0,1.0,143.4,5277485.8,52774.9,767034.7,217859.1,351.5,280.3,71.2,54912.0,,,144.8,40.668679,-73.929051,9.0,41.0,349.0,12876524.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5465,2670057,111359.0,120639.0,1988,1,100,76.2,84.9,4.2,0.0,116.5,244186.0,2482.4,1741401.9,510375.6,717.4,555.8,161.6,120639.0,,,107.8,40.797369,-73.97168,7.0,6.0,187.0,5871285.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4045,4405701,300080.0,306320.0,1977,1,100,111.7,116.3,8.5,0.9,182.4,25924129.0,275850.8,9346615.6,2672170.3,2244.3,1377.0,867.4,315680.0,,,179.2,40.757225,-73.966352,6.0,4.0,98.0,5592978.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8669,2945322,77600.0,88650.0,1983,1,100,32.7,32.7,9.6,,102.8,,,3220127.3,943765.2,298.8,0.0,298.8,98391.0,,,102.8,40.817724,-73.838557,10.0,13.0,90.0,3696020.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8982,4043795,224582.0,241845.0,1920,1,100,4.7,5.0,1.5,,15.6,,,1257042.6,393267.5,116.7,0.0,116.7,269845.0,,,14.6,40.689727000000005,-73.98304499999999,2.0,33.0,37.0,5893473.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2517,4407990,151832.0,159424.0,1930,1,100,65.6,69.3,5.5,0.5,112.1,7330451.8,80366.0,3132245.5,880975.6,680.0,389.4,290.7,159424.0,8309.2,52.12,110.0,40.734319,-73.986418,6.0,2.0,48.0,5867312.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5079,4402759,52000.0,54600.0,1925,1,100,71.6,77.9,4.6,0.0,112.0,87900.0,879.0,851454.3,249547.0,304.3,225.2,79.0,54600.0,1486.4,27.22,105.6,40.788915,-73.954144,11.0,4.0,16002.0,5430940.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13075,4408032,122606.0,128736.0,1950,1,100,102.2,109.2,4.4,0.9,146.1,11219062.3,121160.0,1939793.8,568521.0,775.9,595.9,180.0,128736.0,8721.5,67.75,138.8,,,,,,5867312.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,2655724,124910.0,134840.0,1908,1,100,57.1,59.2,10.5,,140.9,,,5331807.7,1520795.0,687.7,0.0,687.7,144200.0,,,140.3,40.709482,-74.00935600000001,1.0,1.0,1502.0,4989664.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3254,2769728,143554.0,143554.0,1925,1,100,60.4,63.8,4.3,0.5,97.9,6490216.0,70300.3,2182070.4,622708.2,547.2,344.7,202.5,143554.0,6448.6,44.92,95.2,40.780002,-73.984965,7.0,6.0,159.0,5374581.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1773,2669471,118000.0,123900.0,2006,1,100,36.5,37.9,7.4,0.1,92.7,1319879.1,15621.6,3207540.4,919300.7,367.8,70.1,297.7,123900.0,,,92.5,40.740874,-73.995634,4.0,3.0,87.0,5867312.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2142,2616219,216932.0,221890.0,1925,1,100,64.7,64.1,15.3,,176.0,,,11739634.4,3396957.0,1287.2,197.7,1089.4,221890.0,,,178.1,40.753023999999996,-73.985411,5.0,4.0,84.0,5353166.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1506,5864823,108402.0,110570.0,1963,1,100,98.8,107.2,5.1,0.0,145.8,376525.5,3816.5,2039134.8,568776.0,841.0,651.8,189.2,110570.0,5913.9,53.49,139.3,40.753816,-73.997354,4.0,3.0,103.0,5860320.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4818,2669651,51360.0,54440.0,1924,1,100,88.0,95.1,4.8,0.1,131.2,430403.4,3968.7,916748.6,263602.1,366.6,281.5,85.1,54940.0,1852.2,33.71,124.7,40.779927,-73.956627,8.0,4.0,14801.0,5894753.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10675,4547722,72534.0,72534.0,1962,1,100,73.0,76.3,4.4,0.6,111.1,4160900.1,44550.8,1136666.1,315684.8,326.5,221.0,105.5,72534.0,2677.2,36.91,109.4,40.641077,-73.962479,14.0,40.0,514.0,5330518.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13298,2656488,70910.0,72025.0,1948,1,100,77.9,81.9,4.7,0.7,119.5,4405155.9,47475.7,1203128.8,338210.3,345.6,234.0,111.6,72025.0,3952.7,54.88,116.7,,,,,,5867312.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10681,2663718,69820.0,68000.0,1958,1,100,77.2,80.5,5.1,0.6,120.8,3676100.7,39501.2,1229027.1,347184.5,334.7,220.7,114.1,68000.0,,,118.6,40.642136,-73.960738,14.0,40.0,514.0,5867312.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12720,5832819,74000.0,86333.0,1941,1,100,64.9,68.1,3.5,0.6,96.4,4525699.9,48526.2,1077253.7,301364.0,340.4,240.4,100.0,86333.0,5289.2,61.26,94.2,,,,,,5439000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11980,2796713,66242.0,66242.0,1969,1,100,135.8,137.6,17.6,0.8,269.7,4981548.5,51490.3,4010849.8,1162763.7,636.8,264.6,372.2,66242.0,10001.3,150.98,269.1,40.584841,-73.93117099999999,15.0,48.0,622.0,5533816.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3447,2817335,60115.0,70563.0,1986,1,100,54.8,58.6,2.6,0.5,80.4,3226439.9,35018.8,643619.6,186252.9,231.1,171.4,59.7,70563.0,2311.4,32.76,76.7,40.787884000000005,-73.977582,7.0,6.0,171.0,1020962.0000000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,4905862,167032.0,176032.0,1951,4,100,87.4,87.0,5.9,0.7,133.5,11773070.6,117730.7,3619106.1,1039144.6,961.2,625.3,335.9,176032.0,,,134.8,,,,,,5435027.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6954,2730841,52200.0,52200.0,1923,1,100,93.7,98.7,5.2,0.1,137.6,311115.6,3195.4,956218.1,270240.4,374.3,285.6,88.7,52200.0,7413.0,142.01,133.9,40.814883,-73.899047,2.0,8.0,85.0,5450797.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12811,5859013,123425.0,134645.0,2009,1,85,76.5,76.4,11.8,0.4,164.7,4843287.9,48432.9,5463460.2,1594911.3,764.3,257.3,507.0,134645.0,6646.2,49.36,165.2,,,,,,5094455.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1900,2784232,165000.0,115124.0,1911,1,100,53.5,57.9,8.0,,116.7,,,3543566.4,1004642.3,567.5,238.6,328.8,125417.0,,,114.2,40.751721,-73.988342,5.0,3.0,109.0,5444375.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3508,5848289,83154.0,83154.0,1907,1,100,105.6,116.9,5.5,0.9,161.3,6565087.6,72601.4,1594439.5,454942.2,542.8,394.9,148.0,83154.0,10164.1,122.23,150.7,40.787393,-73.97895799999999,7.0,6.0,171.0,5586619.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7437,5837590,67815.0,67815.0,1995,1,100,132.1,137.2,23.7,0.6,312.7,3352463.1,38267.4,5606234.8,1604587.1,698.3,178.1,520.3,67815.0,1003.1,14.79,311.5,40.853237,-73.89174200000001,6.0,15.0,385.0,5008976.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12471,4381948,65810.0,67810.0,1965,1,100,90.3,94.4,4.4,0.8,130.4,5067100.3,53908.2,1056239.2,297011.3,367.2,269.1,98.0,67810.0,5876.9,86.67,127.4,,,,,,5442808.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13410,4408052,150507.0,158032.0,1948,1,100,75.1,79.7,3.5,0.6,108.8,9398172.2,101870.1,1962733.4,559351.9,718.7,536.6,182.1,158032.0,6531.2,41.33,104.7,,,,,,5867312.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4115,2701692,103000.0,109439.0,1921,1,100,79.9,83.6,4.6,0.0,118.0,48203.3,482.0,1788242.9,505980.1,688.6,522.7,165.9,109439.0,,,115.5,40.757957,-73.96211,6.0,5.0,10601.0,5893189.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9430,3930053,57000.0,62800.0,1930,1,100,78.1,80.2,13.0,0.4,176.7,2126330.8,22616.5,2776729.7,813812.8,370.6,112.9,257.7,62800.0,,,174.4,40.669602000000005,-73.945654,8.0,35.0,337.0,4955483.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12336,2736630,100000.0,100000.0,1939,1,100,9.4,9.4,1.7,0.0,22.2,350523.3,3553.9,588288.8,172417.6,73.2,18.6,54.6,100000.0,398345.4,3983.45,22.2,,,,,,13374895.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,4412083,428340.0,382790.0,2007,1,100,100.6,103.7,13.9,0.6,208.0,21113229.4,229115.1,19842090.9,5657503.3,2962.8,1121.4,1841.3,407090.0,20561.7,50.51,207.5,40.743643,-73.990567,5.0,3.0,58.0,5013848.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
